Sherlock Jr.,Early cinema,Silent film,Comedy,Black and white,Important Director,Gags,Framed,Dream sequences,Surreal,Fantasy,Detective,Meta,Jumping into the screen,Film within film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Benjamin,Comedy,Fish out of water,JAP,Jewess protagonist,Husband dies on wedding night,Widow,Major life changes,Shallow girl learns to be serious,Female protagonist,Basic training,Female empowerment,Ditzy protagonist,Culture shock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp X-Ray,Female soldier,Post 9/11,Gitmo,Relationship,Unlikely friendship,Prisoners,Woman in world of men,Terrorism,Army,Indie,Competent female protagonist,Bonding,Dour,Bummer,Bummer ending,Teary,Routine,Creepy,Sterile,Verisimilitude,Quiet,Patient,Slow-burn,Huis clos,Moral awakening,Crumbling idealism,Dehumanization,Detailed,On the job,Woman doing traditionally male job,Ethical questions,Contemporary social issues,Sexual politics,Sexual harrassment in the workplace,,,,,,,,,,,,,,,,,,
The Cat in the Hat (2003),Based on a classic children's book,Toilet humor,Mean-spirited,Production design,Dr. Seuss,Talking animals,Fantasy,Action comedy,Kids movie,Special effects,Big budget,Cynical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Seuss' How the Grinch Stole Christmas (2000),Kids movie,Based on a classic children's book,Christmas,Dr. Seuss,Dank,Eerie,Weird,Antihero,Man grows heart,Heist,Grungy,Special effects,Big budget,Cynical,Production design,Misunderstood monster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquamarine,Mermaid,Sweet,Summer,Tween girls,Beach,Female friendship,Florida,Resort,Cute lifeguard,Big storm,Female director,Popstar acting,Female writer,Cotton candy,Deal,Surprise ending,Power of love,Wish granting,Sunny,Platonic love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Going Clear: Scientology and the Prison of Belief,Scientology,Documentary,Investigative,Interviews,Archival footage,Cult,Religion,Lively,Critical,Moral POV,Celebrities,HBO,Angry,Impassioned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabaret,Iconic,Based on a Broadway musical,Musical,Weimar Germany,Pre-war,Dark,Cabaret,Liberal sexual mores,Rise of Nazism,Berlin,American abroad,Expats,Nightclub,Choreography,Sexual ambiguity,Artifice,Shadowy,Kinky,Hedonism,Seedy underbelly,Self-delusion,Disturbing,Decadence,Chilling,Struggling actress,Menage à trois,Nazis,Antisemitism,Tonal balance,Tonal shift,Bummer ending,Willful blindness,Men in drag,Germany,1930's,Period piece,Hints of tragedy,Cultural change,Sexy,,,,,,,,,,,,,
How to Succeed in Business Without Really Trying,Musical,Based on a Broadway musical,Failing upwards,Satire,On the job,Professsional success,New York,Upward mobility,Colorful,Cheerful,Lively,Ambition,Cynical,Charismatic conman,Rags to riches,Swift pacing,Climbing corporate ladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Wrecked,Teen,Summer,Maintaining a lie,Celebrity/normal girl,Celebrity crush,Bubblegum,Resort,Carribean,Island,Beach,Goofy,Realizing you're in love with your best friend,Marooned,Desert island,Silly premise,Romantic rivals,Elaborate scheme,Teen female protagonist,Summer job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Fat Liar,Tweens,Credit where credit's due,Elaborate revenge plot,Hollywood,Producer,Stupid adults,Broad humor,Pranks,Silly premise,Goofy,Trip,Kids on their own,IP theft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Into the Woods,Musical,Based on a Broadway musical,Big budget,Allstar cast,Fairy tale,Creepy,Disney,Female anger,Prince,Cinderella,Red Riding Hood,Rapunzel,Witch,Female antihero,Wish granting,Curse,Dark,Twisted,Moral ambiguity,CGI,Forest,Magic,Fantasy,Unrealistic fantasies,Disillusionment,Production design,,,,,,,,,,,,,,,,,,,,,,,,,,
The Spirit of Christmas,Made for TV,Lifetime,Christmas,New England,Snow,Winter,Ghost,Workaholic woman,Inn,Falling in love with a ghost,Curse,Cheesy,Haunted house,Romance,Vermont,Silly premise,Bad movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mask of Zorro (1998),Honor,Swordplay,Action,Western,1800's,California,Period piece,Mexico,Masked hero,Double life,Duel,Actor chemistry,Blockbuster,Franchise,Old fashioned,Evil villain,Protogé,Training,Stepping into a role,Fight scenes,Hand to hand combat,Production design,Mentor/mentee,Slave camp,Evil governor,Lavish,Swashbuckler film,Stunts,Vigilante justice,,,,,,,,,,,,,,,,,,,,,,,
The Legend of Zorro (2005),Sequel,Secret life,Double life,Masked hero,Old West,Period piece,1800's,California,Historical revisionism,Actor chemistry,Bad guys,Secret society,Action,Swashbuckler film,Conspiracy,Fight scenes,Swordplay,Hand to hand combat,Stunts,Marital issues,Vigilante justice,Convoluted,Sacrificing family for job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tin Cup,Sports,Golf,Slacker protagonist,Underdog,Engaged to the wrong man,Romcom,Flirty,Texas,Loser protagonist,Comeback,Coming out of retirement,Getting the girl,Therapy,Smart dialogue,Professional rivalry,Romantic rivalry,Love triangle,Impressing the girl,Unconventional methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Running With Scissors,Dysfunctional family,Psychiatry,Bad parents,Questionable parenting,Adoption,New kid,Vignettes,Scattered,Crazy people,1970's,Period piece,Hippies,Self-indulgent,Childhood trauma,Comedic,Sexual coming of age,Teen angst,Horrible people,Narcissism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Parent Trap (1998),Remake,Twins,Discovery about parents,Getting parents back together,Summer camp,Fake identity,Actor playing multiple characters,Quality child actor,Young girls,Separated at birth,Life swap,Children of divorce,Disney,Cute,Wholesome,Female writer,Female director,Sisters,Pranks,Engaged to the wrong woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Darjeeling Limited,Visually distinctive,Train,Brothers,Death of parent,Contemporary American auteur,India,Visual detail,Road trip,Bonding,Plot-lite,Off kilter,Relaxed narrative rhythm,Travelogue,Travel,Meandering,Family reunion,Precious,Whimsical,Comedy,Underlying sadness,Observant,Undervalued,Sibling bickering,Landscape,Spiritual journey,Whimsical melancholy,Green,Subdued,,,,,,,,,,,,,,,,,,,,,,,,
Mission Impossible: Ghost Protocol,Spy,Thriller,Sequel,Franchise,Action,Explosions,Based on a TV series,Globe-trotting,Stunts,Superspy,Saving the world,Over the top,Convoluted,Fight scenes,Set pieces,Fight choreography,Fun,Kinetic,Breathtaking,Team,Spectacle,Espionage,Gadgets,Light,Self-aware,Blockbuster,Physical feats,On a deadline,Levity,Dubai,Moscow,Budapest,Playful,Virtuosic,,,,,,,,,,,,,,,,,,
Mission Impossible: Rogue Nation,Spy,Thriller,Sequel,Franchise,Action,Based on a TV series,Stunts,Superspy,Saving the world,Over the top,Fight scenes,Sleek,Globe-trotting,Gadgets,Spry,Luck,Global threat,Set pieces,Explosions,Light,Winking,Fun,Blockbuster,Chase scenes,Loose,Hurtling,Team,Dry humor,Double agent,Physical feats,Femme fatale,Terrorist syndicate,On a deadline,Spectacle,Levity,Vienna,London,,,,,,,,,,,,,,,
Mission Impossible: Fallout,Spy,Espionage,Sequel,Franchise,Thriller,Action,TV series spinoff,Superspy,Saving the world,Global threat,Terrorist syndicate,Double agent,Professional rivalry,Chase scenes,Set pieces,Twist,Landscape,Physical feats,On a deadline,Spectacle,Blockbuster,Breezy,Levity,Shifting tones,Fight scenes,Hand to hand combat,Paris,India,Globe-trotting,London,Kashmir,Vistas,Homoerotic,Team,Intense,Fast-paced,Against the odds,Loyalty,Convoluted,Nonstop,,,,,,,,,,,,
Alps,Bizarre,Greek,Greece,Secret organization,Dialogue-lite,Violent climax,Impersonation,Absurdist,Disturbing,Somber,Sadomasochism,Grief,Producing fictional reality,Chilling,Unusual,Opaque,High concept,Provocative,Challenging,Sterile,Ensemble cast,Flat-affect,Icy,Comically creepy,Alarming,Blurred line between reality and fiction,,,,,,,,,,,,,,,,,,,,,,,,,,
My Life in Ruins,Greece,Romcom,Athens,Tourism,Travelogue,Scenery,Tour guide,On the job,Broad comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sisterhood of the Traveling Pants,Multiple storylines,Teenage girls,Female friendship,Based on a YA novel,Mostly female cast,Greece,Island,Summer,Sweet,Coming of age,Independence,Ensemble cast,Soccer,Beach,Latina protagonist,Female writer,First love,American abroad,Vacation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sisterhood of the Traveling Pants 2,Sequel,Summer,Young women,Ensemble cast,Female friendship,Female director,Female writer,Grandmother/grandaughter,Multiple storylines,Greece,Mild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batman (1966),Spinoff of a TV series,Spoof,Campy,Superhero,Evil villains,Silly,Bright colors,Jokey,Kidnapping,DC comics,Boat,Femme fatale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosencrantz and Guildenstern are Dead,Based on a stage play,Shakespeare,Hamlet,Dialogue-heavy,Absurdist,Witty,Philosophical,Tragic inevitablitity,Collegiate,British,Comedy,Postmodern,Directorial debut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Red Balloon,Short film,Young boy,Fantasy,Kids movie,French,Paris,France,One man,Innocence,Childhood,Bullying,Dialogue-lite,Muted color palette,Pet,Physical comedy,Magic realism,Relationship,Pure,Fable,Simple story,Bonding,Lonely child,Toys come to life,Otherworldly,Washed out,Loss,Loneliness,Affecting,Poignant,Iconic,Bittersweet ending,Foreign,Quiet,Mischevious,Poetic,,,,,,,,,,,,,,,,,
The Gods Must Be Crazy,Comedy,Indigenous people,Problematic,Racist depiction,South African,Bushman,Desert,Africa,Random act of god,Gags,Slapstick,Fish out of water,Farce,Naive protagonist,Foreign,Botswana,Tribe,Dimwitted protagonist,Black protagonist,Far from home,Pratfalls,Eccentric,Guffaw,Genial,Controversial,Hostage,Guerillas,Silly,,,,,,,,,,,,,,,,,,,,,,,,
Newsies,Musical,Teenage boys,Runaways,Parents MIA,Hearst,Newspapers,Strike,Mostly male cast,Period piece,Disney,Big dance numbers,Turn of the century,New York,Manhattan,Undervalued,Joseph Pulitzer,Union busting,Based on actual events,Historical,Newsboys,Underdogs,Uplifting,Kids on their own,Orphanage,Internet cult hit,Friendship,Loyalty,Workers rights,Homoerotic,Boys,,,,,,,,,,,,,,,,,,,,,,
Mostly Martha,German,Germany,Foreign,Romcom,Chef,Restaurant,Food porn,Uptight woman/laid back man,Workaholic woman,Woman bonds with child,Adoption,Death of sibling,Tragic accident,Female writer,Female director,Female protagonist,Hamburg,Cooking,Antagonists to lovers,Adopting sibling's child,Reluctant guardian,Professional rivalry,Balancing work and motherhood,Melting the ice queen,Low-key,Teary,Precise,Directorial debut,Unsentimental,Intelligent,Culture clash,Major life changes,Sexual tension,Subdued,,,,,,,,,,,,,,,,,,
We're the Millers,Comedy,Fake family,Elaborate scheme,Internet cult hit,Loose,Raunchy,Drug smuggling,Mexico,Ragtag team,Gross out humor,Chuckles,Ensemble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Dictator,Vulgar,Political satire,Dictator,Mistaken identity,Anarchist,Riches to rags,Acting like a normal person,Assassination plot,Offensive,New York,Comedy,Celebrity cameos,Sketchy,Half-baked,Loud,Self-aware,Buffoonery,Dirty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Duff,Tit for tat exchange for help from popular kid,Deal,Low self-esteem,Makeover,Boy next door,Popular boy/unpopular girl,High school ,Social media,Cyberbullying,Zeitgeisty,Teen,Based on a YA novel,Lively,Modest,Upbeat,Hot neighbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charade,Paris,Chic,Macabre,Murder mystery,Conspiracy,Rug pull,Divorcée,Fake identity,Technicolor,Dead husband,Conman,Morbid,High body count,Gruesome,Hotel,Screwball comedy,Twist,Set pieces,Stylish,Genre blend,Romcom,Banter,Late golden age Hollywood,Glamour,Suspense,Frivolous,Thieves,Thriller,Giddy,Discovery about husband,Set pieces,Resourceful damsel in distress,Jaunty,Black humor,Stylized,Deadpan,Caught up in husband's mess,,,,,,,,,,,,,,,
Seven Psychopaths,Self-reflexive,Meta,Semi-autobiographical,LA,Screenwriter,Psychopath,High body count,Bloody,Gratuitous violence,Comedy,Grim,Foreign director making movie about America,Irish director,Alcoholic,In over one's head,Mob boss,Writer's block,Clever,Hollwood,Mostly male cast,Storytelling,Allstar cast,Toxic masculinity,Self-loathing,Comedy of cruelty,Shootout,Criminals,Dognapping,Glib,Desert,Startling,Funny,Blurring line between reality and fiction,Black humor,Leisurely,Charismatic villain,Escalation,Sunny,,,,,,,,,,,,,,
Full Out,Made for TV,Gymnastics,Teen female protagonist,Sports,Canadian,Based on a true story,Bubblegum inspiration,Car accident,Comeback,Recovering from injury,Dance,Hip hop,Training,Amateur,Female athlete,Sentimental,Earnest,Choosing between extracuriculars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stick It,Teen angst,Teen rebellion,Gymnastics,Female athlete,Teen female protagonist,Boarding school,Juvenile deliquent,Deal,Mentor/mentee,Daddy issues,Badass female,Underrated,Female director,Sports,Comedy,Spry,Tomboy,Not so mean mean girl,Female writer,Bitchy,Coming out of retirement,Training,Big competition,Empowering,Solidarity,Bad adults,Defiance,Coach,Father figure,Texas,Troubled teen,Outcast,Child of divorce,Anti-establishment,Angry,Smart,Unconventional coaching methods,Frank,Pop punk,,,,,,,,,,,,,
Rumor Has It,Older man/younger woman,Dysfunctional family,Wedding,California,Pasadena,1990's,Period piece,Nostalgic,Finding biodad,Oedipal,Grandmother/grandaughter,Going back home,Discovery about parents,Earnest,Comedy,Amusing,Bad decision making,Quasi-incest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picture Perfect,Fake relationship,Professional success,Maintaining a lie,Career woman,Female writer,Contrived,New York,Ad agency,Climbing corporate ladder,Fluffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalk it Up,Gymnastics,College,Young woman protagonist,Following a man,Competent female,Ragtag team,Sports,Against the odds,Loyalty,Female writer,Indie,Low budget,Bubblegum inspiration,Shallow girl learns to be serious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overboard (2018),Riches to rags,Asshole to nice guy,Manipulation,Using someone,Female revenge,Elaborate scheme,Maintaining a lie,Kidnapping,Mistaken identity,Questionable ethics,Questionable ethical choices,Single mother,Class disparity,Romcom,Acting like a normal person,Yacht,Remake,Coastal,Oregon,Amnesia,Stockholm syndrome,Sweet,Gentle,Bubbly,Rich playboy,Family,Man bonds with child,Farce,Insults,Cheesy,Antagonists to lovers,,,,,,,,,,,,,,,,,,,,,
Teen Beach Movie,DCOM,Teen,Musical,Time travel,Beach,Summer,Film within a film,Meta,1960's,Pastiche,Homage,Peppy,Cinematic allusions,Cinephillia,Clever,Time-warp,Underrated,Big storm,Shiny,Blurring of fiction and reality,Jumping into the screen,Matchmaking,Beach Blanket film,High concept,Surfers,Made for TV,Bright,,,,,,,,,,,,,,,,,,,,,,,,,
Noodle,Israeli,Israel,Foreign,Woman bonds with child,Reluctant guardian,Immigrants,Widow,Journey home,Quest,Language barrier,Female director,Female writer,Teary,Heartwarming,Sisters,Quality child actor,Tragicomedy,Wry,Female protagonist,Bittersweet,Humane,Tel Aviv,Beijing,Migrant worker,Crossing borders,Flight attendant,Tangled interpersonal web,,,,,,,,,,,,,,,,,,,,,,,,,
Beverly Hills Chihuahua,Kids movie,Talking animals,Sheltered girl experiences real world,Mexico,Stranded,Female writer,LA,Far from home,Dognapping,Dogs,Disney,Comedy,Journey home,Allstar cast,Female protagonist,Pet,Over the top,Silly premise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toy Story 2,Sequel,Animated,Pixar,Toys come to life,Rescue mission,Upbeat,Tearjerker,Witty,Better than the original,Lively,Musical,Fear of abandonment,Childhood,Adventure,Rich,Comedy,Celebrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toy Story 3,Ugly cry,Animated,Pixar,Sequel,Toys come to life,Melancholy,Touching,Humane,Mortality,Comic,Escape,Abandonment,Growing up,Captivity,Evil villain,Scary,Set pieces,Candy colored,Prison film,Bittersweet ending,Dark around the edges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange People,Israeli,Multigenerational,Moroccans,Morocco,Israel,Tradition,Haunted by the past,Directorial debut,Magic realism,Mysticism,Psychic,Jaffa,Mostly female cast,Female director,Female writer,Matriarch,Beach,Leisurely,Family,Mother/daughter,Sisters,Semi-autobiographical,Restaurant,Sentimental,Earnest,Culture clash,Assimilation,Succession,Children of immigrants,Generational divide,,,,,,,,,,,,,,,,,,,,,,
Aviva My Love,Tiberius,Israeli,Israel,Sisters,Writer,Dysfunctional family,IP theft,Blue collar,Being used,Hot weather,Sexual politics,Sexual harrassment,Locational specificity,Pursuing one's dream,Realistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcopolis,Convoluted,Near-future,Conspiracy,Dystopian,Scifi,Thriller,Neo-noir,Cop,Gray,Atmospheric,London,Drug addiction,Confusing,High-concept,British,Detective,Investigation,Police procedural,Time travel,High tech,Steely,Gloomy,In over one's head,Directorial debut,Urban,Grunge,Halfbaked,Ambitious,Twist,Murder mystery,Busy,Bummer ending,Evil corporation,Pharmaceutical industry,Contemporary social issues,Rabbit hole,,,,,,,,,,,,,,,,
Get Over It,High School,Teen,Breakup,School play,Getting the girl back,Friend's younger sister,Hijinks,Early 2000's,Humiliation humor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They Live,Cult,80's,Paranoid,Scifi,Thriller,LA,Working-class hero,Anti-establishment,Anti-consumerism,Message film,Subversive,Advertising,Subliminal messaging,Aliens,Revelation,Rebel,Resistance,Semiotics,Thought-provoking,Bad Movie,Action,Fight scenes,Seedy underbelly,Moral decay,Social commentary,Underrated,False American dream,Indie,Seeing things differently,Brainwashing,Sociopolitical corruption,Aliens among us,Contemporary social issues,Sloppy,Panic,Cheesy,Yuppies,Capitalism,,,,,,,,,,,,,,
Lady Terminator,Bad Movie,Cult,Action,Indonesian,Schlock,Myth,Shootouts,Exploitation,Pastiche,Female revenge,Possession,Woman warrior,Bloody,High body count,Murder investigation,Ripoff,Unstoppable killing machine,On a rampage,Violent,Gratuitous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paper Clips,Documentary,Holocaust rememberance,Middle school,Tennessee,Survivors,Straightforward,Heartfelt,Earnest,Small town,Modest,Inspiring,Self-congratulatory,Low stakes,Upbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Santa Clause,Christmas,Clever,Fresh,Cheerful,Stepping into a role,Transformation,Skepticism vs. faith,Father/son,Divorce,Gags,Single dad,North Pole,Normal guy hero,Amusing,Man doing job he's not qualified for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter's Tale,Maudlin,Convoluted,Terminal illness,Dying girl,Thief,Fantasy,Magic,Good vs. evil,Demons,Mob boss,New York,1890's,Period piece,Time travel,Cold weather,Amnesia,Directorial debut,Mystical,Gooey,Magic,Grandiose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Definitely, Maybe",Quality child actor,Storytelling,Single father,Father/daughter,Nimble,Romance,Divorce,Surprise ending,Finding biomom,Long timespan,Romantic history,Revisiting exes,Disillusionment,Teary,Modern love,New York,Understated,Flashbacks,How I met your mother,Bittersweet,Intelligent,Romcom,Episodic,Heartwarming,Honest,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey,Charming,Fanciful,Whimsy,Dreamer protagonist,Giant rabbit,Fantasy,Based on a stage play,Female writer,Comedy,Farce,Mental institution,Comic misunderstandings,Crazy people,Warm,Sympathetic,Innocent protagonist,Black and white,Golden age Hollywood,Thoughtful,Friendship,Eccentricity,Wholesome,Imaginary friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Kind of a Funny Story,Mental institution,Depression,Suicide,Gentle,Sweet,Teenagers,Troubled teen,Coming of age,Female director,Teen boy protagonist,Female writer,Mentor/mentee,Sensitive boy,Short timespan,One week,Unlikely friendship,Indie,Light comedy,Huis clos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malice,New England,Dead girl,Murder,Rape of female,Lust,Greed,Creepy,Talky,Twist,Boarder,Adultery,Conman,Falsely accused,Convoluted,Shadowy,Gloomy,Visually dark,Serial killer,Thriller,Surgeon,Nesting doll,Arrogance,Slow-burn,Elaborate scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Fear,Split personality,Legal thriller,Courtroom,Lawyer,Twist,Falsely accused,Sinister,Murder mystery,Procedural,Catholic church,Sexual abuse,Chicago,Political corruption,Conspiracy,Female writer,Glossy,Seedy underbelly,Paranoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bend it Like Beckham,Soccer,Girl power,Indian protagonist,Teen female protagonist,Culture clash,Children of immigrants,Assimilation,Generational gap,Maintaining a lie,Sports,Female friendship,Tradition,Sikhs,Wedding,Romcom,Coach/athlete,Boy gets between friends,Keeping a secret,Female writer,Female director,London,British,Interracial romance,Comedy,Joyous,Feel-good,Locational specificity,Female athlete,Pursuing one's dream,Father/daughter,Summer,Affectionate ethnic stereotypes,Feminist,Delightful,Comic misunderstandings,Lively,Iconic,,,,,,,,,,,,,,,
The Good Guy,Twist,Love triangle,Acidic,Wall Street,Finance bros,Anti-romcom,Indie,Based on a classic novel,Foils,New guy,Serial cheater,Manhattan,New York,Unsavory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet Girl,Female athelte,Class distinctions,Rich guy/poor girl,Snow,Ski resort,Snowboarding,Training,Big competition,Sports,British,Romcom,Alps,Not so mean mean girl,Generous,Amiable,Feel-good,New job,Fish out of water,Conquering fears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party Monster,Cult hit,Bad movie,Cross dressing,Based on a true story,Club,Drugs,Murder,Amorality,Over the top,Vanity,Narcissism,Behaving badly,Hubris,Rise and fall,Cautionary tale,Lost boys,Sociopath,Hedonism,Manhattan,New York,Hectic editing,Kitschy,Camp,Low budget,Bizarre,Indie,Trash,Shock value,Excess,1980's,Early 1990's,Period piece,Outlandish,Digital video,Garish,,,,,,,,,,,,,,,,,
The Messenger,Ex soldier,Indie,Mentor/mentee,Jaded veteran/rookie,US Army,Sober,Iraq War,On the job,New job,Naturalistic,PTSD,Empathetic,Survivor's guilt,Re-adjusting to normal life,Understated,Tender,Directorial debut,Low-key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Manhattan,Kids movie,Manhattan,New York,First love,Locational specificity,Tween,Upper West Side,Romcom,Sweet,Female writer,Puberty,Cutesy,Cool girl,Precocious child,Impressing a girl,Directorial debut,Locational specificity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Maltese Falcon,Noir,Golden age Hollywood,Black and white,PI,Iconic,Hard-boiled detective,Missing girl,Convoluted,Mystery,Directorial debut,Brisk,San Francisco,International intrigue,Slick,Femme fatale,Stolen jewels,Stylish,Talky,Seminal,Suspenseful,Atmospheric,Cynical,Moral ambiguity,Thieves,Pithy dialogue,Double cross,Crime,High body count,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Doolittle,Musical ,Veterinarian,Based on a classic children's book,Adventure,Whimsical,Animals,English countryside,Travel,Victorian England,Period piece,Quest,Misanthrope,Island,Boat trip,Indigenous people,Racist depictions,Sentimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over the Hedge,Animated,Talking animals,Dreamworks,On a deadline,Suburbs,Heist,Man grows conscience,Collaboration,Man vs. nature,CGI,Thief,Based on a comic,Suburbs,Suburban sprawl,Scavenging,Woodland creatures,Energetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G-Force,Guinea pigs,Talking animals,CGI,Spies,Evil businessman,Nonstop,World domination plot,Saving the world,Robots,Rodents,Grossout humor,Allstar ensemble cast,Summer kiddie blockbuster,Action comedy,Female writer,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
While You Were Sleeping,Falling in love with the brother,Fake relationship,Maintaining a lie,Coma,Lie gets out of hand,Romcom,Crush,Chicago,Fake fiancé,Engaged to the wrong guy,Consequential misunderstanding,Silly premise,Actor chemistry,Silly premise,Breezy,Screwball,Rosy glow,Christmas,Winter,Blossoming wallflower,Charming,Light,Warm,Girl saves guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirates of the Caribbean,Summer blockbuster,Action comedy,Period piece,Pirates,Frenetic,Adventure,Silly,Childhood sweethearts reunited,Swashbuckler film,Battle scenes,Swordplay,Kidnap,Curse,Revenge,Rescue mission,Antic,Cheerful,Broad comedy,Disney,Based on amusement park ride,Franchise,Mutiny,Goofy,Early 1700's,British Navy,Criminal hero,,,,,,,,,,,,,,,,,,,,,,,,,,
Annihilation,Big ideas,Ambitious,Scifi,Mission,Visually striking,Random act of god,Perplexing final scene,High body count,Mostly female cast,Journey,Woman warrior,Female soldier,Skin crawling,Tense,Horror,Alien invasion,Dialogue-lite,Jump scares,Production design,Intimate menace,Man vs. nature,Eerie,Bright colors,Scientists,Science,Disturbing,Uneven,Finishing husband's mission,Girl saves guy,Mysterious,Coast,Losing your mind,Anxiety-provoking,Female protagonist,Female scientists,Serious,Arty,Intense,Survival,Self-destruction,Angtsy,,,,,,,,,,,
Being Elmo: A Puppeteer's Journey,Documentary,Sesame Street,Puppets,Muppets,Portrait of an artist,Female director,Puppeteer,Sweet,Slight,Feel-good,Love letter ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leave No Trace,Indie,Ex soldier,PTSD,Father/daughter,Living off the grid,Parenting off the grid,Wilderness,Quiet,Things unsaid,Quietly heartbreaking,Pacific Northwest,Female director,Oregon,Poignant,Forest,Questionable parenting,Intimate,Life on the margins,Child wise beyond her years,Female writer,Isolation,Kid saves parent,Slow,Loner protagonist,Empathetic,Nature,Human kindness,Humane,Naturalistic,Underrated,Heartbreaking ending,Teary,Misty,Gloomy,Growing up,Subdued,Journey home,Powerful,,,,,,,,,,,,,,
Stepmom,Tearjerker,Ex wife,Cancer,Terminal illness,Parenting,Woman bonds with child,Hudson Valley,Real estate envy,Bittersweet ending,Making peace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit Hole,Death of a child,Tragic accident,Grief,Marital issues,Based on a stage play,Raw,Emotional,Moving on,Ordinary life,Car accident,Sensitive,Artificial,Warm,Emotionally manipulative,Heavy,Tearjerker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Musical,Based on a Broadway musical,Founding fathers,Mostly male cast,Politics,Impassioned,Underrated,Charming,Historical,Directorial debut,Witty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Almighty,Intellectual sequel,Biblical vengence,Flood,Environmental issues,Moral message,Noah's Ark,Washington DC,Big budget,Corrupt politicians,Man grows conscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
